date,open,high,low,close,adj_close,volume,daily_return,50_day_ma,200_day_ma
2022-02-10,159.0034942626953,160.7165069580078,157.75,158.35000610351562,68268000.0,,-0.02777307791829886,,
2022-02-11,153.2935028076172,159.0,152.73399353027344,158.13450622558594,77100000.0,,-0.0013609085546154587,,
2022-02-14,155.16700744628906,158.44850158691406,151.64999389648438,151.75100708007812,83230000.0,,-0.04036752823828005,,
2022-02-15,156.510498,158.0070037841797,154.6374969482422,157.60549926757812,56440000.0,,0.03857959363927388,,
2022-02-16,158.10049438476562,158.83399963378906,154.7344970703125,155.79049682617188,52704000.0,,-0.011516111111864125,,
2022-02-17,154.65249633789062,160.3489990234375,154.5,158.1459961,64032000.0,,0.015119659554435616,,
2022-02-18,152.60150146484375,155.49949645996094,150.89300537109375,155.49949645996094,63604000.0,,-0.016734534577565907,,
2022-02-22,150.19749450683594,152.9824981689453,148.48550415039062,150.47850036621094,66128000.0,,-0.03228946850668957,,
2022-02-23,144.82699584960938,151.76300048828125,144.6510009765625,151.65049743652344,64244000.0,,0.007788468568335594,,
2022-02-24,151.35800170898438,151.74899291992188,139.5,139.83749389648438,100786000.0,,-0.07789623997101391,,
2022-02-25,153.7884979248047,153.99000549316406,149.2135009765625,150.5500030517578,62396000.0,,0.07660684453629751,,
2022-02-28,153.56300354003906,154.4499969482422,150.85000610351562,152.4250030517578,57684000.0,,0.012454333855811184,,
2022-03-01,151.14199829101562,154.0989990234375,149.9770050048828,152.7324981689453,44874000.0,,0.002017353524887744,,
2022-03-02,152.05250549316406,152.99949645996094,148.75,150.8489990234375,47334000.0,,-0.012332012951326021,,
2022-03-03,147.89849853515625,153.9290008544922,146.8560028076172,153.5314941,65198000.0,,0.017782650822533608,,
2022-03-04,145.64100646972656,147.85000610351562,143.8070068359375,147.15899658203125,60934000.0,,-0.04150612586247704,,
2022-03-07,137.4530029296875,146.09449768066406,137.4165039,145.44349670410156,86934000.0,,-0.011657458380218144,,
2022-03-08,136.01449584960938,140.69949340820312,133.57249450683594,136.68350219726562,91662000.0,,-0.06022953727974356,,
2022-03-09,139.2790069580078,140.25,136.8280029296875,139.5,82656000.0,,0.020605982122623212,,
2022-03-10,146.8175048828125,148.67449951171875,143.97799682617188,145.68499755859375,135062000.0,,0.044336900061603846,,
2022-03-11,145.52450561523438,149.6750030517578,145.36900329589844,149.57449340820312,68900000.0,,0.026697984794522345,,
2022-03-14,141.85299682617188,147.4499969482422,140.88400268554688,145.9810028076172,74086000.0,,-0.02402475528216541,,
2022-03-15,147.3665008544922,147.98500061035156,142.0,142.85000610351562,75584000.0,,-0.021447973667010567,153.0790801995078,
2022-03-16,153.1040039,153.14999389648438,147.35350036621094,148.5,84958000.0,,0.03955193318220873,152.69808013847265,
2022-03-17,157.23899841308594,157.49850463867188,152.13999938964844,152.6405029296875,72934000.0,,0.027882174610690313,152.34213012626563,
2022-03-18,161.25050354003906,161.5939941,156.01100158691406,156.81300354003906,102962000.0,,0.027335474728313658,152.14073028495702,
2022-03-21,161.4915008544922,163.08399963378906,159.55299377441406,161.12100219726562,66538000.0,,0.02747220294219166,152.09414031913673,
2022-03-22,164.88900756835938,166.16700744628906,161.69900512695312,161.8054962158203,64086000.0,,0.004248322746383204,152.05347015312108,
2022-03-23,163.4080047607422,166.3699951171875,162.68699645996094,163.7050018310547,55812000.0,,0.011739438150486281,152.11586028983984,
2022-03-24,163.64950561523438,164.11849975585938,160.0500030517578,163.74949645996094,56798000.0,,0.0002717976140531597,152.16085021903905,
2022-03-25,164.77349853515625,165.36849975585938,162.25,164.0,49032000.0,,0.0015297973151344735,152.1093502800742,
2022-03-28,168.99049377441406,169.03750610351562,164.89999389648438,164.97500610351562,59854000.0,,0.005945159167778158,152.10384033134375,
2022-03-29,169.31500244140625,170.8314971923828,167.86849975585938,170.38400268554688,66154000.0,,0.03278676394554769,152.308520507125,
2022-03-30,166.30099487304688,168.95050048828125,165.5,168.50950622558594,56168000.0,,-0.011001598920178157,152.49661071708593,
2022-03-31,162.99749755859375,166.4949951171875,162.95350646972656,166.44500732421875,59966000.0,,-0.012251527807596863,152.65027099540623,
2022-04-01,163.55999755859375,165.82699584960938,162.3195037841797,164.14950561523438,57090000.0,,-0.013791352146195424,152.7979409783164,
2022-04-04,168.34649658203125,168.39450073242188,163.20550537109375,164.125,49882000.0,,-0.00014928838891425933,153.08144103935155,
2022-04-05,164.05499267578125,168.11050415039062,163.26600646972656,167.7415008544922,53728000.0,,0.02203503947900809,153.6562710564414,
2022-04-06,158.75599670410156,162.1999969482422,157.25450134277344,161.65049743652344,79056000.0,,-0.0363118452317438,154.04443115165625,
2022-04-07,157.7845001220703,160.07899475097656,154.51150512695312,158.39999389648438,68136000.0,,-0.02010821860486678,154.31743102958592,
2022-04-08,154.4604949951172,157.36849975585938,154.2310028076172,156.75,46002000.0,,-0.010416628535747652,154.63643096855077,
2022-04-11,151.1219940185547,154.13650512695312,150.5345001220703,152.71299743652344,52112000.0,,-0.02575440231882975,154.87348083427344,
2022-04-12,150.78750610351562,155.0989990234375,150.38299560546875,153.6925048828125,55178000.0,,0.006414041127679404,155.05233093192967,
2022-04-13,155.54100036621094,156.02499389648438,149.60000610351562,150.01849365234375,53390000.0,,-0.023904947305466218,155.05270080497655,
2022-04-14,151.7064971923828,155.89700317382812,151.4720001220703,155.38999938964844,51598000.0,,0.03580562373698237,155.0594906609336,
2022-04-18,152.78500366210938,154.0395050048828,150.25050354003906,151.52349853515625,46514000.0,,-0.024882559171628182,155.25521057060155,
2022-04-19,158.11549377441406,158.6490020751953,151.55050659179688,152.0294952392578,54926000.0,,0.0033393942787307562,155.1836703484336,
2022-04-20,153.9980010986328,157.6024932861328,153.60350036621094,157.6024932861328,59630000.0,,0.036657347563408216,155.16532012870704,
2022-04-21,148.29600524902344,156.73800659179688,147.58949279785156,154.71400451660156,63970000.0,,-0.018327684475696104,155.12459014823827,
2022-04-22,144.35000610351562,149.61500549316406,143.69749450683594,148.25,73078000.0,,-0.04178034520403062,154.83212005546483,
2022-04-25,146.07400512695312,146.22149658203125,142.30650329589844,144.0229949951172,61874000.0,,-0.0285126813145552,154.54557983329687,
2022-04-26,139.39100646972656,144.8560028076172,138.92950439453125,144.8000030517578,77530000.0,,0.005395027763913429,154.2788897698203,
2022-04-27,138.16700744628906,141.94850158691406,135.7834930419922,140.19149780273438,71336000.0,,-0.03182669303795638,154.04769958427343,
2022-04-28,144.59649658203125,145.9375,140.3000030517578,142.17799377441406,117316000.0,,0.014169874798505289,153.73914947441014,
2022-04-29,124.28150177001952,130.76100158691406,121.625,129.8489990234375,272662000.0,,-0.08671521114961223,153.22031951835547,
2022-05-02,124.5,124.66799926757812,118.375,122.4010009765625,148788000.0,,-0.057358917688157485,152.50541961588672,
2022-05-03,124.25350189208984,126.22049713134766,122.8249969482422,124.05349731445312,79134000.0,,0.01350067666690924,151.87649963297656,
2022-05-04,125.92849731445312,126.0,119.18299865722656,123.5999984741211,110746000.0,,-0.0036556715461434353,151.33892959513477,
2022-05-05,116.40699768066406,123.4990005493164,115.07250213623048,123.0,144392000.0,,-0.004854356646668778,150.76591964640429,
2022-05-06,114.77249908447266,119.05049896240234,113.0814971923828,114.8499984741211,124260000.0,,-0.06626017500714554,150.26616973795703,
2022-05-09,108.78900146484376,114.0,107.95700073242188,111.3125,128124000.0,,-0.030801031964473147,149.48141967692186,
2022-05-10,108.85900115966795,112.64250183105467,107.1709976196289,111.25,105434000.0,,-0.0005614823133071045,148.65791961588673,
2022-05-11,105.37200164794922,110.15599822998048,104.42849731445312,108.10350036621094,109704000.0,,-0.028283142775632042,147.76533965983202,
2022-05-12,106.93049621582033,110.78050231933594,102.40550231933594,102.75,132026000.0,,-0.04952198909448302,146.80335967936327,
2022-05-13,113.05500030517578,113.18399810791016,107.8000030517578,109.06900024414062,93684000.0,,0.06149878583105228,145.9141098022461,
2022-05-16,110.8105010986328,113.99250030517578,110.35399627685548,113.0999984741211,74566000.0,,0.0369582394718706,145.23292984008788,
2022-05-17,115.36849975585938,115.8000030517578,111.27649688720705,113.2750015258789,76448000.0,,0.0015473302751445317,144.58955993652344,
2022-05-18,107.1125030517578,112.85299682617188,106.2490005493164,111.4394989013672,108380000.0,,-0.016203951443711673,144.08467987060547,
2022-05-19,107.31900024414062,110.03399658203124,106.19300079345705,106.28050231933594,88142000.0,,-0.046294147343549974,143.42028991699217,
2022-05-20,107.59100341796876,109.89800262451172,105.0094985961914,109.56849670410156,99500000.0,,0.030936948104425932,142.69795989990234,
2022-05-23,107.55699920654295,108.81900024414062,103.9499969482422,108.46099853515624,107798000.0,,-0.010107815679320842,141.87569000244142,
2022-05-24,104.0999984741211,105.4000015258789,101.26000213623048,104.0250015258789,102934000.0,,-0.04089946680547529,141.03656997680665,
2022-05-25,106.7750015258789,108.1750030517578,103.6500015258789,103.65550231933594,93120000.0,,-0.0035520230821726173,140.25267990112306,
2022-05-26,111.07749938964844,112.66549682617188,107.45349884033205,107.97000122070312,93002000.0,,0.041623443086265866,139.44207992553712,
2022-05-27,115.14649963378906,115.18699645996094,112.62799835205078,113.5500030517578,93660000.0,,0.05168103888086928,138.6602699279785,
2022-05-31,120.20950317382812,121.99449920654295,115.6750030517578,116.27999877929688,144634000.0,,0.024042233854407735,137.84960983276366,
2022-06-01,121.68399810791016,125.1790008544922,120.62249755859376,122.25599670410156,127528000.0,,0.0513931715474758,137.0723097229004,
2022-06-02,125.51100158691406,125.61000061035156,120.04499816894533,121.68399810791016,100560000.0,,-0.004678695619126372,136.26987976074219,
2022-06-03,122.3499984741211,124.4000015258789,121.04650115966795,124.1999969482422,97604000.0,,0.020676497152081197,135.47977966308594,
2022-06-06,124.79000091552734,128.99000549316406,123.80999755859376,125.25,135269000.0,,0.008454131059241199,134.7097897338867,
2022-06-07,123.0,124.0999984741211,120.62999725341795,122.01000213623048,85156700.0,,-0.02586824641732144,133.86998977661133,
2022-06-08,121.18000030517578,123.75,120.75,122.61000061035156,64926600.0,,0.004917617110203443,133.02268966674805,
2022-06-09,116.1500015258789,121.3000030517578,116.0999984741211,119.98999786376952,67029800.0,,-0.02136858929565033,132.0148095703125,
2022-06-10,109.6500015258789,114.5,109.0500030517578,113.41999816894533,87266000.0,,-0.05475456131171397,130.9130194091797,
2022-06-13,103.66999816894533,106.54000091552734,101.86000061035156,104.19000244140624,99277700.0,,-0.08137890915665957,129.66791931152343,
2022-06-14,102.30999755859376,104.87999725341795,101.43000030517578,104.19000244140624,69728800.0,,0.0,128.46872924804688,
2022-06-15,107.66999816894533,109.05999755859376,103.52999877929688,103.86000061035156,85011100.0,,-0.003167308026893023,127.2634292602539,
2022-06-16,103.66000366210938,104.58000183105467,102.01000213623048,104.47000122070312,82186300.0,,0.005873296810771977,125.99799926757812,
2022-06-17,106.22000122070312,106.9800033569336,102.51000213623048,102.8000030517578,99772100.0,,-0.015985432654655463,124.82098937988282,
2022-06-21,108.68000030517578,111.62999725341795,103.55999755859376,108.1999969482422,70901200.0,,0.05252912194725923,123.81698944091796,
2022-06-22,108.9499969482422,112.12999725341795,107.0199966430664,107.43000030517578,60040100.0,,-0.0071164201920888015,122.83058944702148,
2022-06-23,112.44000244140624,113.0,107.93000030517578,110.38999938964844,64345300.0,,0.02755281649505914,121.98412948608399,
2022-06-24,116.45999908447266,116.70999908447266,111.43000030517578,112.37999725341795,69867600.0,,0.01802697594684588,121.1578793334961,
2022-06-27,113.22000122070312,117.9800033569336,112.6999969482422,117.08999633789062,62133200.0,,0.04191136500788106,120.49930938720703,
2022-06-28,107.4000015258789,114.8499984741211,107.04000091552734,113.5,74942900.0,,-0.030660145615948653,119.66150939941406,
2022-06-29,108.91999816894533,110.98999786376952,106.91000366210938,107.37999725341795,66375300.0,,-0.05392072904477574,118.7786393737793,
2022-06-30,106.20999908447266,108.18000030517578,102.5199966430664,108.11000061035156,97679400.0,,0.006798317895378547,117.90024948120117,
2022-07-01,109.55999755859376,109.75,105.8499984741211,106.29000091552734,73021200.0,,-0.016834702474786134,116.87399963378907,
2022-07-05,113.5,114.08000183105467,106.31999969482422,107.5999984741211,76583700.0,,0.012324748775144556,115.93171951293945,
2022-07-06,114.33000183105467,115.4800033569336,112.01000213623048,113.20999908447266,66958900.0,,0.05213755288017796,115.2309194946289,
2022-07-07,116.33000183105467,116.98999786376952,113.48999786376952,113.8499984741211,57872300.0,,0.00565320550149373,114.62745956420899,
2022-07-08,115.54000091552734,116.58000183105467,113.69000244140624,114.5999984741211,45719700.0,,0.006587615371558275,114.02345947265626,
2022-07-11,111.75,114.3000030517578,110.87000274658205,114.08000183105467,53487600.0,,-0.004537492582810554,113.50122955322266,
2022-07-12,109.22000122070312,113.2300033569336,108.33999633789062,112.16000366210938,54280300.0,,-0.016830278209398086,112.90086975097657,
2022-07-13,110.4000015258789,111.77999877929688,106.01000213623048,107.02999877929688,61353800.0,,-0.04573827313938961,112.44448974609375,
2022-07-14,110.62999725341795,111.18000030517578,107.58000183105467,110.23999786376952,51163100.0,,0.02999158293079951,112.2012696838379,
2022-07-15,113.5500030517578,115.58999633789062,111.58999633789062,112.5,84317800.0,,0.02050074546466618,111.97019973754882,
2022-07-18,113.76000213623048,117.23999786376952,113.1500015258789,115.0,59115400.0,,0.022222222222222143,111.79819976806641,
2022-07-19,118.20999908447266,118.9499969482422,114.02999877929688,115.6999969482422,60990000.0,,0.006086929984714828,111.65219970703124,
2022-07-20,122.7699966430664,123.4800033569336,118.31999969482422,118.62000274658205,71268300.0,,0.025237734445629156,111.72759979248048,
2022-07-21,124.62999725341795,124.8499984741211,121.26000213623048,123.1999969482422,60239900.0,,0.03861063982138657,111.96534973144531,
2022-07-22,122.41999816894533,125.5,121.3499984741211,125.01000213623048,51463800.0,,0.01469160091577515,112.24054977416992,
2022-07-25,121.13999938964844,123.63999938964844,120.02999877929688,122.6999969482422,50221300.0,,-0.018478562903078255,112.53247970581054,
2022-07-26,114.80999755859376,118.1500015258789,114.52999877929688,115.79000091552734,67075100.0,,-0.056316187486375124,112.79327972412109,
2022-07-27,120.97000122070312,121.9000015258789,117.16000366210938,117.30999755859376,61582000.0,,0.013127183962761135,112.95809967041015,
2022-07-28,122.27999877929688,122.83999633789062,118.08000183105467,121.56999969482422,82245500.0,,0.0363140586896924,113.12749969482422,
2022-07-29,134.9499969482422,137.64999389648438,132.41000366210938,134.89999389648438,148892900.0,,0.10964871460987324,113.55999954223633,
2022-08-01,135.38999938964844,138.8300018310547,133.50999450683594,134.9600067138672,76846900.0,,0.00044486894068263005,114.03040969848632,
2022-08-02,134.16000366210938,137.44000244140625,134.08999633789062,134.72000122070312,61922400.0,,-0.0017783452965655089,114.59919967651368,
2022-08-03,139.52000427246094,140.49000549316406,136.0500030517578,136.2100067138672,71827800.0,,0.01106001692148939,115.13202987670898,
2022-08-04,142.57000732421875,143.55999755859375,139.5500030517578,140.5800018310547,70585000.0,,0.032082775873929936,115.77440994262696,
2022-08-05,140.8000030517578,142.86000061035156,139.60000610351562,140.10000610351562,50686900.0,,-0.0034143955134949833,116.49591003417969,
2022-08-08,139.41000366210938,144.22999572753906,138.2899932861328,142.0500030517578,52229000.0,,0.01391860716124027,117.26380004882813,
2022-08-09,137.8300018310547,138.9499969482422,136.2100067138672,138.0500030517578,40434700.0,,-0.028159098303873642,117.86540008544922,
2022-08-10,142.69000244140625,144.60000610351562,141.00999450683594,142.89999389648438,54773800.0,,0.03513213138364213,118.45239990234376,
2022-08-11,140.63999938964844,144.49000549316406,139.75999450683594,143.86000061035156,44867300.0,,0.006718031874533237,119.00399993896484,
2022-08-12,143.5500030517578,143.57000732421875,140.1199951171875,142.0500030517578,47643500.0,,-0.012581659605967688,119.39988006591797,
2022-08-15,143.17999267578125,143.75999450683594,141.49000549316406,142.8000030517578,39014600.0,,0.00527983093197637,119.82220016479492,
2022-08-16,144.77999877929688,146.57000732421875,142.0,143.91000366210938,59102900.0,,0.007773113351750016,120.21640029907226,
2022-08-17,142.10000610351562,143.3800048828125,140.77999877929688,142.69000244140625,48149800.0,,-0.008477528939319634,120.56520034790039,
2022-08-18,142.3000030517578,142.77000427246094,140.3800048828125,141.32000732421875,37458700.0,,-0.009601199059128707,120.95140045166016,
2022-08-19,138.22999572753906,141.11000061035156,137.91000366210938,140.47000122070312,47792800.0,,-0.006014761247255862,121.3086004638672,
2022-08-22,133.22000122070312,136.32000732421875,132.85000610351562,135.72000122070312,50461500.0,,-0.03381504918289935,121.62320053100586,
2022-08-23,133.6199951171875,134.99000549316406,132.9499969482422,133.41000366210938,36252100.0,,-0.017020317844215982,122.02300064086914,
2022-08-24,133.8000030517578,135.47000122070312,132.10000610351562,132.75,38627000.0,,-0.004947182699889474,122.59420059204102,
2022-08-25,137.27999877929688,137.4199981689453,134.27999877929688,135.25999450683594,37496300.0,,0.01890767990083564,123.2156004333496,
2022-08-26,130.75,137.8300018310547,130.5,136.5500030517578,53322700.0,,0.00953725119999671,123.86940048217774,
2022-08-29,129.7899932861328,131.9499969482422,128.77000427246094,129.89999389648438,48101600.0,,-0.048700175808511825,124.37800033569336,
2022-08-30,128.72999572753906,132.07000732421875,126.8499984741211,131.25,49203000.0,,0.010392657174344677,124.94700027465821,
2022-08-31,126.7699966430664,130.58999633789062,126.73999786376952,129.4499969482422,53648700.0,,-0.013714308965773858,125.3720002746582,
2022-09-01,127.81999969482422,128.02000427246094,123.66000366210938,126.0,56636100.0,,-0.02665119373947611,125.7434002685547,
2022-09-02,127.51000213623048,131.3800048828125,126.38999938964844,129.5,57429800.0,,0.02777777777777768,126.12560028076172,
2022-09-06,126.11000061035156,128.6199951171875,124.73999786376952,127.91999816894533,43888600.0,,-0.012200786340190506,126.43640029907226,
2022-09-07,129.47999572753906,129.82000732421875,125.4000015258789,126.12000274658205,47900300.0,,-0.014071258975363765,126.6170004272461,
2022-09-08,129.82000732421875,130.27999877929688,127.0999984741211,127.72000122070312,43988500.0,,0.012686318104004668,126.90140045166015,
2022-09-09,133.27000427246094,133.69000244140625,130.75999450683594,130.91000366210938,49387600.0,,0.02497652999465494,127.37200057983398,
2022-09-12,136.4499969482422,136.49000549316406,134.0,134.10000610351562,53826900.0,,0.02436790430195024,127.89180068969726,
2022-09-13,126.81999969482422,131.39999389648438,126.2699966430664,131.00999450683594,72694000.0,,-0.023042591021915526,128.38620056152342,
2022-09-14,128.5500030517578,128.83999633789062,126.33000183105467,127.36000061035156,45316800.0,,-0.027860423246517496,128.78140060424803,
2022-09-15,126.27999877929688,130.3699951171875,125.5,127.37999725341795,52887200.0,,0.00015700881729396876,129.06480056762695,
2022-09-16,123.52999877929688,123.87000274658205,120.6999969482422,122.77999877929688,115667800.0,,-0.03611240833181639,129.24340057373047,
2022-09-19,124.66000366210938,124.70999908447266,121.8000030517578,122.16000366210938,47279700.0,,-0.005049642640101104,129.39460067749025,
2022-09-20,122.19000244140624,124.4000015258789,121.13999938964844,123.3499984741211,47698400.0,,0.009741280094450522,129.58000061035156,
2022-09-21,118.54000091552734,123.76000213623048,118.4499969482422,122.48999786376952,58498900.0,,-0.006972035841022017,129.78660049438477,
2022-09-22,117.30999755859376,118.79000091552734,116.26000213623048,117.08000183105467,55229200.0,,-0.04416683914658659,129.98760055541993,
2022-09-23,113.77999877929688,116.0500030517578,112.05999755859376,116.0,65126700.0,,-0.009224477401470366,130.10280059814454,
2022-09-26,115.1500015258789,117.33999633789062,113.12999725341795,113.3000030517578,62723300.0,,-0.023275835760708685,130.1188006591797,
2022-09-27,114.41000366210938,118.31999969482422,113.0500030517578,117.1999969482422,60094700.0,,0.03442183399326826,130.16280059814454,
2022-09-28,118.01000213623048,118.6999969482422,113.8000030517578,114.37999725341795,55763800.0,,-0.024061431469743266,130.13640060424805,
2022-09-29,114.8000030517578,116.06999969482422,113.05999755859376,115.5999984741211,58969700.0,,0.010666211313155927,130.07600051879882,
2022-09-30,113.0,116.91999816894533,112.83999633789062,114.08000183105467,59479600.0,,-0.013148760061676756,129.89360061645507,
2022-10-03,115.87999725341795,116.91000366210938,112.4499969482422,113.58000183105467,50941900.0,,-0.004382889130212897,129.66500061035157,
2022-10-04,121.08999633789062,123.0,119.79000091552734,119.88999938964844,62812600.0,,0.05555553316489292,129.60880065917968,
2022-10-05,120.9499969482422,121.75,117.69000244140624,118.58000183105467,48217500.0,,-0.010926662484468053,129.66460067749023,
2022-10-06,120.3000030517578,121.52999877929688,119.5,120.7699966430664,42253800.0,,0.018468500406433552,129.73380065917968,
2022-10-07,114.55999755859376,118.16999816894533,113.87999725341795,118.0,54678000.0,,-0.02293613248374171,129.6624006652832,
2022-10-10,113.66999816894533,116.25,112.43000030517578,115.0999984741211,42339700.0,,-0.024576284117617808,129.26640075683594,
2022-10-11,112.20999908447266,115.4800033569336,110.38999938964844,112.70999908447266,56432200.0,,-0.02076454753547019,128.82140060424805,
2022-10-12,112.9000015258789,113.83000183105467,111.4000015258789,112.48999786376952,45728700.0,,-0.001951922832846953,128.37680053710938,
2022-10-13,112.52999877929688,113.44000244140624,105.3499984741211,107.87999725341795,86868100.0,,-0.04098142677480077,127.81020034790039,
2022-10-14,106.9000015258789,114.95999908447266,106.5999984741211,114.0999984741211,67737300.0,,0.057656668326491634,127.28060028076172,
2022-10-17,113.79000091552734,114.19000244140624,110.08999633789062,110.11000061035156,62782000.0,,-0.03496930689858424,126.68080017089844,
2022-10-18,116.36000061035156,119.5199966430664,114.79000091552734,119.05999755859376,65607400.0,,0.0812823258435329,126.22100006103516,134.20414005262353
2022-10-19,115.06999969482422,116.58999633789062,113.22000122070312,114.70999908447266,47198100.0,,-0.036536188168325046,125.75419998168945,133.93994003278712
2022-10-20,115.25,118.23999786376952,113.51000213623048,113.83000183105467,48795100.0,,-0.007671495601442313,125.17280014038086,133.6569000242422
2022-10-21,119.31999969482422,119.58999633789062,114.5,114.79000091552734,55660500.0,,0.008433620917422946,124.59140014648438,133.3964350507925
2022-10-24,119.81999969482422,120.38999938964844,116.56999969482422,119.9800033569336,49531500.0,,0.04521301855573223,124.1500001525879,133.17908256513573
2022-10-25,120.5999984741211,121.31999969482422,118.9499969482422,119.6500015258789,50934600.0,,-0.0027504735941117353,123.68700012207032,132.95813755018213
2022-10-26,115.66000366210938,119.3499984741211,114.76000213623048,116.0,68802300.0,,-0.030505653818060807,123.12880004882813,132.73521007520654
2022-10-27,110.95999908447266,114.12000274658205,109.7699966430664,113.91999816894533,129605400.0,,-0.01793105026771269,122.55339996337891,132.49731006605126
2022-10-28,103.41000366210938,103.95999908447266,97.66000366210938,97.91000366210938,223133400.0,,-0.14053717314051262,121.68519989013672,132.1539850996206
2022-10-31,102.44000244140624,104.87000274658205,100.73999786376952,103.55999755859376,99251400.0,,0.05770599208618865,120.94699981689453,131.84553256971338
2022-11-01,96.79000091552734,104.58000183105467,96.05999755859376,103.98999786376952,153370000.0,,0.004152185354508786,120.31239974975585,131.5647325895498
2022-11-02,92.12000274658205,97.73999786376952,92.01000213623048,97.31999969482422,135761800.0,,-0.06414076647720701,119.59059967041016,131.25580760938624
2022-11-03,89.30000305175781,93.5,89.01999664,92.47000122070312,136683300.0,,-0.049835578394263336,118.78499969482422,130.92434764844873
2022-11-04,90.98000336,92.44000244140624,88.04000091552734,91.48999786376952,129101300.0,,-0.01059806795713758,117.9095997619629,130.59796760541894
2022-11-07,90.52999877929688,92.09999847,89.04000091552734,91.9499969482422,77495700.0,,0.005027862009108652,117.01759963989258,130.30796760541895
2022-11-08,89.98000336,91.72000122070312,88.23000336,90.79000091552734,88703400.0,,-0.012615509202983488,116.23539978027344,130.06691760999658
2022-11-09,86.13999938964844,89.48000336,85.87000274658203,89.47000122070312,90796200.0,,-0.01453904264250827,115.3997998046875,129.80305515272119
2022-11-10,96.62999725341795,98.69000244140624,91.65000153,92.94000244140624,173414900.0,,0.0387839630419069,114.66959991455079,129.54400516492822
2022-11-11,100.79000091552734,101.19000244140624,96.66000366210938,97.87999725341795,111590500.0,,0.05315251433446133,114.10719985961914,129.32940513593653
2022-11-14,98.48999786376952,100.12000274658205,97.29000091552734,98.76999664,99533100.0,,0.009092760641153053,113.49259979241916,129.11895259838457
2022-11-15,98.94000244140624,103.79000091552734,97.33999633789062,103.20999908447266,111336300.0,,0.04495294720577658,112.9983998107297,128.91125259380692
2022-11-16,97.12000274658205,98.48999786376952,95.54000091552734,96.84999847,87958800.0,,-0.061621942359163184,112.41299972519805,128.64550258615694
2022-11-17,94.84999847,96.97000122070312,94.02999877929688,95.37000274658205,82617900.0,,-0.015281319017019901,111.76599975571563,128.34710006693086
2022-11-18,94.13999938964844,95.98999786376952,92.48000336,95.9499969482422,72428200.0,,0.006081516042327539,111.06679962143828,128.11816253641328
