date,open,high,low,close,adj_close,volume
2/24/22,151.35800170898438,151.74899291992188,139.5,139.83749389648438,1.00786E8,
2/25/22,153.7884979248047,153.99000549316406,149.2135009765625,150.5500030517578,6.2396E7,
2/28/22,153.56300354003906,154.4499969482422,150.85000610351562,152.4250030517578,5.7684E7,
3/1/22,151.14199829101562,154.0989990234375,149.9770050048828,152.7324981689453,4.4874E7,
3/2/22,152.05250549316406,152.99949645996094,148.75,150.8489990234375,4.7334E7,
3/3/22,147.89849853515625,153.9290008544922,146.8560028076172,153.5314941,6.5198E7,
3/4/22,145.64100646972656,147.85000610351562,143.8070068359375,147.15899658203125,6.0934E7,
3/7/22,137.4530029296875,146.09449768066406,137.4165039,145.44349670410156,8.6934E7,
3/8/22,136.01449584960938,140.69949340820312,133.57249450683594,136.68350219726562,9.1662E7,
3/9/22,139.2790069580078,140.25,136.8280029296875,139.5,8.2656E7,
3/10/22,146.8175048828125,148.67449951171875,143.97799682617188,145.68499755859375,1.35062E8,
3/11/22,145.52450561523438,149.6750030517578,145.36900329589844,149.57449340820312,6.89E7,
3/14/22,141.85299682617188,147.4499969482422,140.88400268554688,145.9810028076172,7.4086E7,
3/15/22,147.3665008544922,147.98500061035156,142,142.85000610351562,7.5584E7,
3/16/22,153.1040039,153.14999389648438,147.35350036621094,148.5,8.4958E7,
3/17/22,157.23899841308594,157.49850463867188,152.13999938964844,152.6405029296875,7.2934E7,
3/18/22,161.25050354003906,161.5939941,156.01100158691406,156.81300354003906,1.02962E8,
3/21/22,161.4915008544922,163.08399963378906,159.55299377441406,161.12100219726562,6.6538E7,
3/22/22,164.88900756835938,166.16700744628906,161.69900512695312,161.8054962158203,6.4086E7,
3/23/22,163.4080047607422,166.3699951171875,162.68699645996094,163.7050018310547,5.5812E7,
3/24/22,163.64950561523438,164.11849975585938,160.0500030517578,163.74949645996094,5.6798E7,
3/25/22,164.77349853515625,165.36849975585938,162.25,164,4.9032E7,
3/28/22,168.99049377441406,169.03750610351562,164.89999389648438,164.97500610351562,5.9854E7,
3/29/22,169.31500244140625,170.8314971923828,167.86849975585938,170.38400268554688,6.6154E7,
3/30/22,166.30099487304688,168.95050048828125,165.5,168.50950622558594,5.6168E7,
3/31/22,162.99749755859375,166.4949951171875,162.95350646972656,166.44500732421875,5.9966E7,
4/1/22,163.55999755859375,165.82699584960938,162.3195037841797,164.14950561523438,5.709E7,
4/4/22,168.34649658203125,168.39450073242188,163.20550537109375,164.125,4.9882E7,
4/5/22,164.05499267578125,168.11050415039062,163.26600646972656,167.7415008544922,5.3728E7,
4/6/22,158.75599670410156,162.1999969482422,157.25450134277344,161.65049743652344,7.9056E7,
4/7/22,157.7845001220703,160.07899475097656,154.51150512695312,158.39999389648438,6.8136E7,
4/8/22,154.4604949951172,157.36849975585938,154.2310028076172,156.75,4.6002E7,
4/11/22,151.1219940185547,154.13650512695312,150.5345001220703,152.71299743652344,5.2112E7,
4/12/22,150.78750610351562,155.0989990234375,150.38299560546875,153.6925048828125,5.5178E7,
4/13/22,155.54100036621094,156.02499389648438,149.60000610351562,150.01849365234375,5.339E7,
4/14/22,151.7064971923828,155.89700317382812,151.4720001220703,155.38999938964844,5.1598E7,
4/18/22,152.78500366210938,154.0395050048828,150.25050354003906,151.52349853515625,4.6514E7,
4/19/22,158.11549377441406,158.6490020751953,151.55050659179688,152.0294952392578,5.4926E7,
4/20/22,153.9980010986328,157.6024932861328,153.60350036621094,157.6024932861328,5.963E7,
4/21/22,148.29600524902344,156.73800659179688,147.58949279785156,154.71400451660156,6.397E7,
4/22/22,144.35000610351562,149.61500549316406,143.69749450683594,148.25,7.3078E7,
4/25/22,146.07400512695312,146.22149658203125,142.30650329589844,144.0229949951172,6.1874E7,
4/26/22,139.39100646972656,144.8560028076172,138.92950439453125,144.8000030517578,7.753E7,
4/27/22,138.16700744628906,141.94850158691406,135.7834930419922,140.19149780273438,7.1336E7,
4/28/22,144.59649658203125,145.9375,140.3000030517578,142.17799377441406,1.17316E8,
4/29/22,124.28150177001953,130.76100158691406,121.625,129.8489990234375,2.72662E8,
5/2/22,124.5,124.66799926757812,118.375,122.4010009765625,1.48788E8,
5/3/22,124.25350189208984,126.22049713134766,122.82499694824219,124.05349731445312,7.9134E7,
5/4/22,125.92849731445312,126,119.18299865722656,123.5999984741211,1.10746E8,
5/5/22,116.40699768066406,123.4990005493164,115.07250213623047,123,1.44392E8,
5/6/22,114.77249908447266,119.05049896240234,113.08149719238281,114.8499984741211,1.2426E8,
5/9/22,108.78900146484375,114,107.95700073242188,111.3125,1.28124E8,
5/10/22,108.85900115966797,112.64250183105469,107.1709976196289,111.25,1.05434E8,
5/11/22,105.37200164794922,110.15599822998047,104.42849731445312,108.10350036621094,1.09704E8,
5/12/22,106.93049621582031,110.78050231933594,102.40550231933594,102.75,1.32026E8,
5/13/22,113.05500030517578,113.18399810791016,107.80000305175781,109.06900024414062,9.3684E7,
5/16/22,110.81050109863281,113.99250030517578,110.35399627685547,113.0999984741211,7.4566E7,
5/17/22,115.36849975585938,115.80000305175781,111.27649688720703,113.2750015258789,7.6448E7,
5/18/22,107.11250305175781,112.85299682617188,106.2490005493164,111.43949890136719,1.0838E8,
5/19/22,107.31900024414062,110.03399658203125,106.19300079345703,106.28050231933594,8.8142E7,
5/20/22,107.59100341796875,109.89800262451172,105.0094985961914,109.56849670410156,9.95E7,
5/23/22,107.55699920654297,108.81900024414062,103.94999694824219,108.46099853515625,1.07798E8,
5/24/22,104.0999984741211,105.4000015258789,101.26000213623047,104.0250015258789,1.02934E8,
5/25/22,106.7750015258789,108.17500305175781,103.6500015258789,103.65550231933594,9.312E7,
5/26/22,111.07749938964844,112.66549682617188,107.45349884033203,107.97000122070312,9.3002E7,
5/27/22,115.14649963378906,115.18699645996094,112.62799835205078,113.55000305175781,9.366E7,
5/31/22,120.20950317382812,121.99449920654297,115.67500305175781,116.27999877929688,1.44634E8,
6/1/22,121.68399810791016,125.17900085449219,120.62249755859375,122.25599670410156,1.27528E8,
6/2/22,125.51100158691406,125.61000061035156,120.04499816894531,121.68399810791016,1.0056E8,
6/3/22,122.3499984741211,124.4000015258789,121.04650115966797,124.19999694824219,9.7604E7,
6/6/22,124.79000091552734,128.99000549316406,123.80999755859375,125.25,1.35269E8,
6/7/22,123,124.0999984741211,120.62999725341797,122.01000213623047,8.51567E7,
6/8/22,121.18000030517578,123.75,120.75,122.61000061035156,6.49266E7,
6/9/22,116.1500015258789,121.30000305175781,116.0999984741211,119.98999786376953,6.70298E7,
6/10/22,109.6500015258789,114.5,109.05000305175781,113.41999816894531,8.7266E7,
6/13/22,103.66999816894531,106.54000091552734,101.86000061035156,104.19000244140625,9.92777E7,
6/14/22,102.30999755859375,104.87999725341797,101.43000030517578,104.19000244140625,6.97288E7,
6/15/22,107.66999816894531,109.05999755859375,103.52999877929688,103.86000061035156,8.50111E7,
6/16/22,103.66000366210938,104.58000183105469,102.01000213623047,104.47000122070312,8.21863E7,
6/17/22,106.22000122070312,106.9800033569336,102.51000213623047,102.80000305175781,9.97721E7,
6/21/22,108.68000030517578,111.62999725341797,103.55999755859375,108.19999694824219,7.09012E7,
6/22/22,108.94999694824219,112.12999725341797,107.0199966430664,107.43000030517578,6.00401E7,
6/23/22,112.44000244140625,113,107.93000030517578,110.38999938964844,6.43453E7,
6/24/22,116.45999908447266,116.70999908447266,111.43000030517578,112.37999725341797,6.98676E7,
6/27/22,113.22000122070312,117.9800033569336,112.69999694824219,117.08999633789062,6.21332E7,
6/28/22,107.4000015258789,114.8499984741211,107.04000091552734,113.5,7.49429E7,
6/29/22,108.91999816894531,110.98999786376953,106.91000366210938,107.37999725341797,6.63753E7,
6/30/22,106.20999908447266,108.18000030517578,102.5199966430664,108.11000061035156,9.76794E7,
7/1/22,109.55999755859375,109.75,105.8499984741211,106.29000091552734,7.30212E7,
7/5/22,113.5,114.08000183105469,106.31999969482422,107.5999984741211,7.65837E7,
7/6/22,114.33000183105469,115.4800033569336,112.01000213623047,113.20999908447266,6.69589E7,
7/7/22,116.33000183105469,116.98999786376953,113.48999786376953,113.8499984741211,5.78723E7,
7/8/22,115.54000091552734,116.58000183105469,113.69000244140625,114.5999984741211,4.57197E7,
7/11/22,111.75,114.30000305175781,110.87000274658203,114.08000183105469,5.34876E7,
7/12/22,109.22000122070312,113.2300033569336,108.33999633789062,112.16000366210938,5.42803E7,
7/13/22,110.4000015258789,111.77999877929688,106.01000213623047,107.02999877929688,6.13538E7,
7/14/22,110.62999725341797,111.18000030517578,107.58000183105469,110.23999786376953,5.11631E7,
7/15/22,113.55000305175781,115.58999633789062,111.58999633789062,112.5,8.43178E7,
7/18/22,113.76000213623047,117.23999786376953,113.1500015258789,115,5.91154E7,
7/19/22,118.20999908447266,118.94999694824219,114.02999877929688,115.69999694824219,6.099E7,
7/20/22,122.7699966430664,123.4800033569336,118.31999969482422,118.62000274658203,7.12683E7,
7/21/22,124.62999725341797,124.8499984741211,121.26000213623047,123.19999694824219,6.02399E7,
7/22/22,122.41999816894531,125.5,121.3499984741211,125.01000213623047,5.14638E7,
7/25/22,121.13999938964844,123.63999938964844,120.02999877929688,122.69999694824219,5.02213E7,
7/26/22,114.80999755859375,118.1500015258789,114.52999877929688,115.79000091552734,6.70751E7,
7/27/22,120.97000122070312,121.9000015258789,117.16000366210938,117.30999755859375,6.1582E7,
7/28/22,122.27999877929688,122.83999633789062,118.08000183105469,121.56999969482422,8.22455E7,
7/29/22,134.9499969482422,137.64999389648438,132.41000366210938,134.89999389648438,1.488929E8,
8/1/22,135.38999938964844,138.8300018310547,133.50999450683594,134.9600067138672,7.68469E7,
8/2/22,134.16000366210938,137.44000244140625,134.08999633789062,134.72000122070312,6.19224E7,
8/3/22,139.52000427246094,140.49000549316406,136.0500030517578,136.2100067138672,7.18278E7,
8/4/22,142.57000732421875,143.55999755859375,139.5500030517578,140.5800018310547,7.0585E7,
8/5/22,140.8000030517578,142.86000061035156,139.60000610351562,140.10000610351562,5.06869E7,
8/8/22,139.41000366210938,144.22999572753906,138.2899932861328,142.0500030517578,5.2229E7,
8/9/22,137.8300018310547,138.9499969482422,136.2100067138672,138.0500030517578,4.04347E7,
8/10/22,142.69000244140625,144.60000610351562,141.00999450683594,142.89999389648438,5.47738E7,
8/11/22,140.63999938964844,144.49000549316406,139.75999450683594,143.86000061035156,4.48673E7,
8/12/22,143.5500030517578,143.57000732421875,140.1199951171875,142.0500030517578,4.76435E7,
8/15/22,143.17999267578125,143.75999450683594,141.49000549316406,142.8000030517578,3.90146E7,
8/16/22,144.77999877929688,146.57000732421875,142,143.91000366210938,5.91029E7,
8/17/22,142.10000610351562,143.3800048828125,140.77999877929688,142.69000244140625,4.81498E7,
8/18/22,142.3000030517578,142.77000427246094,140.3800048828125,141.32000732421875,3.74587E7,
8/19/22,138.22999572753906,141.11000061035156,137.91000366210938,140.47000122070312,4.77928E7,
8/22/22,133.22000122070312,136.32000732421875,132.85000610351562,135.72000122070312,5.04615E7,
8/23/22,133.6199951171875,134.99000549316406,132.9499969482422,133.41000366210938,3.62521E7,
8/24/22,133.8000030517578,135.47000122070312,132.10000610351562,132.75,3.8627E7,
8/25/22,137.27999877929688,137.4199981689453,134.27999877929688,135.25999450683594,3.74963E7,
8/26/22,130.75,137.8300018310547,130.5,136.5500030517578,5.33227E7,
8/29/22,129.7899932861328,131.9499969482422,128.77000427246094,129.89999389648438,4.81016E7,
8/30/22,128.72999572753906,132.07000732421875,126.8499984741211,131.25,4.9203E7,
8/31/22,126.7699966430664,130.58999633789062,126.73999786376953,129.4499969482422,5.36487E7,
9/1/22,127.81999969482422,128.02000427246094,123.66000366210938,126,5.66361E7,
9/2/22,127.51000213623047,131.3800048828125,126.38999938964844,129.5,5.74298E7,
9/6/22,126.11000061035156,128.6199951171875,124.73999786376953,127.91999816894531,4.38886E7,
9/7/22,129.47999572753906,129.82000732421875,125.4000015258789,126.12000274658203,4.79003E7,
9/8/22,129.82000732421875,130.27999877929688,127.0999984741211,127.72000122070312,4.39885E7,
9/9/22,133.27000427246094,133.69000244140625,130.75999450683594,130.91000366210938,4.93876E7,
9/12/22,136.4499969482422,136.49000549316406,134,134.10000610351562,5.38269E7,
9/13/22,126.81999969482422,131.39999389648438,126.2699966430664,131.00999450683594,7.2694E7,
9/14/22,128.5500030517578,128.83999633789062,126.33000183105469,127.36000061035156,4.53168E7,
9/15/22,126.27999877929688,130.3699951171875,125.5,127.37999725341797,5.28872E7,
9/16/22,123.52999877929688,123.87000274658203,120.69999694824219,122.77999877929688,1.156678E8,
9/19/22,124.66000366210938,124.70999908447266,121.80000305175781,122.16000366210938,4.72797E7,
9/20/22,122.19000244140625,124.4000015258789,121.13999938964844,123.3499984741211,4.76984E7,
9/21/22,118.54000091552734,123.76000213623047,118.44999694824219,122.48999786376953,5.84989E7,
9/22/22,117.30999755859375,118.79000091552734,116.26000213623047,117.08000183105469,5.52292E7,
9/23/22,113.77999877929688,116.05000305175781,112.05999755859375,116,6.51267E7,
9/26/22,115.1500015258789,117.33999633789062,113.12999725341797,113.30000305175781,6.27233E7,
9/27/22,114.41000366210938,118.31999969482422,113.05000305175781,117.19999694824219,6.00947E7,
9/28/22,118.01000213623047,118.69999694824219,113.80000305175781,114.37999725341797,5.57638E7,
9/29/22,114.80000305175781,116.06999969482422,113.05999755859375,115.5999984741211,5.89697E7,
9/30/22,113,116.91999816894531,112.83999633789062,114.08000183105469,5.94796E7,
10/3/22,115.87999725341797,116.91000366210938,112.44999694824219,113.58000183105469,5.09419E7,
10/4/22,121.08999633789062,123,119.79000091552734,119.88999938964844,6.28126E7,
10/5/22,120.94999694824219,121.75,117.69000244140625,118.58000183105469,4.82175E7,
10/6/22,120.30000305175781,121.52999877929688,119.5,120.7699966430664,4.22538E7,
10/7/22,114.55999755859375,118.16999816894531,113.87999725341797,118,5.4678E7,
10/10/22,113.66999816894531,116.25,112.43000030517578,115.0999984741211,4.23397E7,
10/11/22,112.20999908447266,115.4800033569336,110.38999938964844,112.70999908447266,5.64322E7,
10/12/22,112.9000015258789,113.83000183105469,111.4000015258789,112.48999786376953,4.57287E7,
10/13/22,112.52999877929688,113.44000244140625,105.3499984741211,107.87999725341797,8.68681E7,
10/14/22,106.9000015258789,114.95999908447266,106.5999984741211,114.0999984741211,6.77373E7,
10/17/22,113.79000091552734,114.19000244140625,110.08999633789062,110.11000061035156,6.2782E7,
10/18/22,116.36000061035156,119.5199966430664,114.79000091552734,119.05999755859375,6.56074E7,
10/19/22,115.06999969482422,116.58999633789062,113.22000122070312,114.70999908447266,4.71981E7,
10/20/22,115.25,118.23999786376953,113.51000213623047,113.83000183105469,4.87951E7,
10/21/22,119.31999969482422,119.58999633789062,114.5,114.79000091552734,5.56605E7,
10/24/22,119.81999969482422,120.38999938964844,116.56999969482422,119.9800033569336,4.95315E7,
10/25/22,120.5999984741211,121.31999969482422,118.94999694824219,119.6500015258789,5.09346E7,
10/26/22,115.66000366210938,119.3499984741211,114.76000213623047,116,6.88023E7,
10/27/22,110.95999908447266,114.12000274658203,109.7699966430664,113.91999816894531,1.296054E8,
10/28/22,103.41000366210938,103.95999908447266,97.66000366210938,97.91000366210938,2.231334E8,
10/31/22,102.44000244140625,104.87000274658203,100.73999786376953,103.55999755859375,9.92514E7,
11/1/22,96.79000091552734,104.58000183105469,96.05999755859375,103.98999786376953,1.5337E8,
11/2/22,92.12000274658203,97.73999786376953,92.01000213623047,97.31999969482422,1.357618E8,
11/3/22,89.30000305175781,93.5,89.01999664,92.47000122070312,1.366833E8,
11/4/22,90.98000336,92.44000244140625,88.04000091552734,91.48999786376953,1.291013E8,
11/7/22,90.52999877929688,92.09999847,89.04000091552734,91.94999694824219,7.74957E7,
11/8/22,89.98000336,91.72000122070312,88.23000336,90.79000091552734,8.87034E7,
11/9/22,86.13999938964844,89.48000336,85.87000274658203,89.47000122070312,9.07962E7,
11/10/22,96.62999725341797,98.69000244140625,91.65000153,92.94000244140625,1.734149E8,
11/11/22,100.79000091552734,101.19000244140625,96.66000366210938,97.87999725341797,1.115905E8,
11/14/22,98.48999786376953,100.12000274658203,97.29000091552734,98.76999664,9.95331E7,
11/15/22,98.94000244140625,103.79000091552734,97.33999633789062,103.20999908447266,1.113363E8,
11/16/22,97.12000274658203,98.48999786376953,95.54000091552734,96.84999847,8.79588E7,
11/17/22,94.84999847,96.97000122070312,94.02999877929688,95.37000274658203,8.26179E7,
11/18/22,94.13999938964844,95.98999786376953,92.48000336,95.94999694824219,7.24282E7,
11/21/22,92.45999908447266,95.01999664,90.58999633789062,93.97000122070312,8.43303E7,
11/22/22,93.19999694824219,93.34999847,90.87000274658203,92.62000274658203,6.2192E7,
11/23/22,94.12999725341797,94.58000183105469,92.83000183105469,93.23999786376953,5.94147E7,
11/25/22,93.41000366210938,94.43000030517578,93.06999969482422,93.79000091552734,3.50886E7,
11/28/22,93.94999694824219,96.40000153,93.43000030517578,93.93000030517578,7.49431E7,
11/29/22,92.41999816894531,94.41000366210938,91.44000244140625,94.04000091552734,6.55673E7,
11/30/22,96.54000091552734,96.54000091552734,91.52999877929688,92.47000122070312,1.028058E8,
12/1/22,95.5,97.23000336,94.91999816894531,96.98999786376953,6.8488E7,
12/2/22,94.12999725341797,95.36000061035156,93.77999877929688,94.48000336,7.24964E7,
12/5/22,91.01000213623047,94.05999755859375,90.81999969482422,93.05000305175781,7.15355E7,
12/6/22,88.25,91.04000091552734,87.90000153,90.5,7.55036E7,
12/7/22,88.45999908447266,89.88999938964844,87.48000336,88.33999633789062,6.80869E7,
12/8/22,90.34999847,90.86000061035156,87.87999725341797,89.23999786376953,7.33059E7,
12/9/22,89.08999633789062,90.30000305175781,88.62999725341797,88.90000153,6.73985E7,
12/12/22,90.55000305175781,90.58000183105469,87.87000274658203,89.20999908447266,6.19998E7,
12/13/22,92.48999786376953,96.25,90.51999664,95.23000336,1.00212E8,
12/14/22,91.58000183105469,93.45999908447266,89.87000274658203,92.5,7.0298E7,
12/15/22,88.44999694824219,89.97000122070312,87.47000122070312,89.88999938964844,8.48029E7,
12/16/22,87.86000061035156,89.34999847,86.73000336,88.26999664,1.461441E8,
12/19/22,84.91999816894531,87.62999725341797,84.51000213623047,87.51000213623047,8.35315E7,
12/20/22,85.19000244140625,86.61000061035156,84.33000183105469,85.33000183105469,7.43483E7,
12/21/22,86.76999664,87.23000336,85.20999908447266,86.18000030517578,5.92672E7,
12/22/22,83.79000091552734,85.68000030517578,82.25,85.51999664,8.14313E7,
12/23/22,85.25,85.77999877929688,82.93000030517578,83.25,5.74337E7,
12/27/22,83.04000091552734,85.34999847,83,84.97000122070312,5.7284E7,
12/28/22,81.81999969482422,83.48000336,81.69000244140625,82.80000305175781,5.82286E7,
12/29/22,84.18000030517578,84.55000305175781,82.55000305175781,82.87000274658203,5.49959E7,
12/30/22,84,84.05000305175781,82.47000122070312,83.12000274658203,6.24012E7,
1/3/23,85.81999969482422,86.95999908447266,84.20999908447266,85.45999908447266,7.6706E7,
1/4/23,85.13999938964844,86.98000336,83.36000061035156,86.55000305175781,6.88851E7,
1/5/23,83.12000274658203,85.41999816894531,83.06999969482422,85.33000183105469,6.79308E7,
1/6/23,86.08000183105469,86.40000153,81.43000030517578,83.02999877929688,8.33034E7,
1/9/23,87.36000061035156,89.48000336,87.08000183105469,87.45999908447266,6.52661E7,
1/10/23,89.87000274658203,90.19000244140625,87.29000091552734,87.56999969482422,6.77566E7,
1/11/23,95.08999633789062,95.26000213623047,90.93000030517578,90.93000030517578,1.031262E8,
1/12/23,95.26999664,97.19000244140625,93.5,96.93000030517578,8.52548E7,
1/13/23,98.12000274658203,98.37000274658203,94.12000274658203,94.18000030517578,8.55494E7,
1/17/23,96.05000305175781,98.88999938964844,95.73000336,98.68000030517578,7.2755E7,
1/18/23,95.45999908447266,99.31999969482422,95.37999725341797,97.25,7.95704E7,
1/19/23,93.68000030517578,95.44000244140625,92.86000061035156,94.73999786376953,6.90027E7,
1/20/23,97.25,97.34999847,93.19999694824219,93.86000061035156,6.74815E7,
1/23/23,97.51999664,97.77999877929688,95.86000061035156,97.55999755859375,7.65011E7,
1/24/23,96.31999969482422,98.08999633789062,96,96.93000030517578,6.69295E7,
1/25/23,97.18000030517578,97.23999786376953,91.51999664,92.55999755859375,9.42616E7,
1/26/23,99.22000122070312,99.48999786376953,96.91999816894531,98.23999786376953,6.85236E7,
1/27/23,102.23999786376953,103.48999786376953,99.52999877929688,99.52999877929688,8.77756E7,
1/30/23,100.55000305175781,101.73999786376953,99.01000213623047,101.08999633789062,7.06919E7,
1/31/23,103.12999725341797,103.3499984741211,101.13999938964844,101.16000366210938,6.65273E7,
2/1/23,105.1500015258789,106.23999786376953,101.23999786376953,102.52999877929688,8.04501E7,
2/2/23,112.91000366210938,114,108.87999725341797,110.25,1.581542E8,
2/3/23,103.38999938964844,108.77999877929688,102.5199966430664,105.26000213623047,1.443748E8,
2/6/23,102.18000030517578,103.94999694824219,100.6500015258789,102.93000030517578,8.19452E7,
2/7/23,102.11000061035156,102.41000366210938,98.08000183105469,101.16999816894531,1.195013E8,
2/8/23,100.05000305175781,102.66999816894531,98.77999877929688,102.04000091552734,7.58783E7,
2/9/23,98.23999786376953,101.77999877929688,97.56999969482422,101.31999969482422,6.46225E7,
2/10/23,97.61000061035156,98.81999969482422,96.23000336,97.55999755859375,5.27401E7,
2/13/23,99.54000091552734,99.68000030517578,96.91000366210938,97.84999847,5.28415E7,
2/14/23,99.69999694824219,100.91999816894531,97.51999664,98.41000366210938,5.62029E7,
2/15/23,101.16000366210938,101.16999816894531,98.44999694824219,99.08999633789062,4.79576E7,
2/16/23,98.15000153,100.62999725341797,98.09999847,99.20999908447266,5.63392E7,
2/17/23,97.19999694824219,97.94000244140625,95.65000153,97.80000305175781,6.00294E7,
2/21/23,94.58000183105469,95.61000061035156,94.26999664,95.33999633789062,5.65804E7,
2/22/23,95.79000091552734,97.01000213623047,94.80000305175781,95.09999847,5.95341E7,
2/23/23,95.81999969482422,96.43000030517578,93.66999816894531,96.12000274658203,4.8467E7,
2/24/23,93.5,94.13999938964844,92.31999969482422,93.52999877929688,5.70538E7,
2/27/23,93.76000213623047,94.77999877929688,93.13999938964844,94.27999877929688,4.74703E7,
2/28/23,94.23000336,94.69000244140625,92.91999816894531,93.13999938964844,4.39593E7,
3/1/23,92.16999816894531,94.68000030517578,91.58999633789062,93.87000274658203,5.22995E7,
3/2/23,92.12999725341797,92.23000336,90.38999938964844,91.41000366210938,5.55094E7,
3/3/23,94.90000153,94.94000244140625,92.66000366210938,92.73999786376953,5.57596E7,
3/6/23,93.75,96.55000305175781,93.73999786376953,95.19000244140625,5.21124E7,
3/7/23,93.55000305175781,95.08999633789062,92.77999877929688,94.05999755859375,4.91007E7,
3/8/23,93.91999816894531,94.16999816894531,92.18000030517578,93.59999847,4.48991E7,
3/9/23,92.25,96.20999908447266,92.18000030517578,93.68000030517578,5.62187E7,
3/10/23,90.73000336,93.56999969482422,90.25,92.66999816894531,6.98275E7,
3/13/23,92.43000030517578,94.01999664,88.12000274658203,89.97000122070312,7.23971E7,
3/14/23,94.87999725341797,95.06999969482422,92.70999908447266,93.83000183105469,6.09127E7,
3/15/23,96.19999694824219,96.66999816894531,93.06999969482422,93.22000122070312,7.07318E7,
3/16/23,100.04000091552734,100.98999786376953,95.61000061035156,95.75,8.44469E7,
3/17/23,98.94999694824219,100.66000366210938,97.45999908447266,99.79000091552734,8.73002E7,
3/20/23,97.70999908447266,98.48000336,95.69999694824219,98.41000366210938,6.23889E7,
3/21/23,100.61000061035156,100.8499984741211,98,98.13999938964844,5.85973E7,
3/22/23,98.69999694824219,102.0999984741211,98.61000061035156,100.44999694824219,5.74754E7,
3/23/23,98.70999908447266,101.05999755859375,97.62000274658203,100.43000030517578,5.75593E7,
3/24/23,98.12999725341797,98.30000305175781,96.40000153,98.06999969482422,5.60954E7,
3/27/23,98.04000091552734,99.33999633789062,97.08000183105469,99.06999969482422,4.67213E7,
3/28/23,97.23999786376953,98.44000244140625,96.29000091552734,98.11000061035156,3.87201E7,
3/29/23,100.25,100.41999816894531,98.55999755859375,98.69000244140625,4.97833E7,
3/30/23,102,103.04000091552734,101.01000213623047,101.55000305175781,5.36334E7,
3/31/23,103.29000091552734,103.48999786376953,101.94999694824219,102.16000366210938,5.67503E7,
4/3/23,102.41000366210938,103.29000091552734,101.43000030517578,102.30000305175781,4.11357E7,
4/4/23,103.94999694824219,104.19999694824219,102.11000061035156,102.75,4.86625E7,
